presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
1,1972,1,1,7,3,8,3,2,democrat,50,male,high school or less,other,rural
2,1999,1,5,6,1,11,NA,NA,republican,23,male,college graduate,other,urban
6,1998,2,2,1,2,12,3,2,other,24,female,high school or less,white,suburban
6,1993,2,2,1,2,1,3,1,other,29,female,high school or less,white,suburban
2,1964,2,3,3,2,2,1,2,republican,58,female,some college,hispanic,suburban
6,1991,2,2,1,1,6,3,2,other,31,female,high school or less,white,urban
1,1997,3,2,1,1,12,2,2,democrat,25,non-binary,high school or less,white,urban
NA,2003,2,3,1,1,10,3,2,did not vote,19,female,some college,white,urban
6,1987,2,3,3,1,2,NA,NA,other,35,female,some college,hispanic,urban
2,1999,1,3,1,3,11,NA,NA,republican,23,male,some college,white,rural
1,2002,2,1,2,5,11,NA,NA,democrat,20,female,high school or less,black,other
1,2001,1,3,1,3,12,NA,NA,democrat,21,male,some college,white,rural
6,1994,2,6,1,3,1,1,NA,other,28,female,postgraduate,white,rural
2,1984,2,2,1,4,12,3,2,republican,38,female,high school or less,white,other
6,2000,2,2,1,2,9,3,2,other,22,female,high school or less,white,suburban
1,1960,2,4,3,1,2,NA,NA,democrat,62,female,some college,hispanic,urban
6,2003,2,3,1,3,9,2,2,other,19,female,some college,white,rural
6,1984,1,2,1,4,11,NA,NA,other,38,male,high school or less,white,other
6,1964,1,2,1,2,1,3,2,other,58,male,high school or less,white,suburban
1,1961,1,3,1,1,11,3,2,democrat,61,male,some college,white,urban
2,1965,1,2,1,2,11,1,2,republican,57,male,high school or less,white,suburban
1,2000,2,2,2,4,1,NA,NA,democrat,22,female,high school or less,black,other
1,1959,2,6,3,2,2,3,2,democrat,63,female,postgraduate,hispanic,suburban
6,2004,2,3,4,2,9,3,2,other,18,female,some college,asian,suburban
1,1973,1,2,1,2,2,NA,NA,democrat,49,male,high school or less,white,suburban
6,2003,2,3,6,2,9,3,1,other,19,female,some college,other,suburban
1,1990,2,2,2,1,11,NA,NA,democrat,32,female,high school or less,black,urban
1,1964,1,3,2,4,1,2,2,democrat,58,male,some college,black,other
1,1980,1,6,6,2,10,3,1,democrat,42,male,postgraduate,other,suburban
1,1998,2,2,2,3,12,NA,NA,democrat,24,female,high school or less,black,rural
2,1984,2,2,1,4,12,8,2,republican,38,female,high school or less,white,other
1,1995,2,5,1,4,11,2,1,democrat,27,female,college graduate,white,other
6,1990,2,2,1,1,11,3,2,other,32,female,high school or less,white,urban
1,1961,2,2,2,2,1,3,2,democrat,61,female,high school or less,black,suburban
6,1974,2,1,3,2,11,3,2,other,48,female,high school or less,hispanic,suburban
1,1963,1,2,1,1,10,3,2,democrat,59,male,high school or less,white,urban
1,1997,2,2,2,2,11,NA,NA,democrat,25,female,high school or less,black,suburban
2,1995,2,5,1,3,1,2,2,republican,27,female,college graduate,white,rural
2,1966,1,2,1,4,1,NA,NA,republican,56,male,high school or less,white,other
1,1996,2,2,2,1,11,NA,NA,democrat,26,female,high school or less,black,urban
6,1996,1,2,1,4,11,NA,NA,other,26,male,high school or less,white,other
1,2001,2,3,1,3,10,3,2,democrat,21,female,some college,white,rural
6,1996,2,5,4,1,9,8,2,other,26,female,college graduate,asian,urban
1,2001,2,3,1,2,9,2,2,democrat,21,female,some college,white,suburban
1,1993,2,6,6,1,10,2,1,democrat,29,female,postgraduate,other,urban
1,1985,1,4,1,1,11,8,1,democrat,37,male,some college,white,urban
NA,2004,2,2,2,1,11,NA,NA,did not vote,18,female,high school or less,black,urban
2,1995,1,1,1,1,1,NA,NA,republican,27,male,high school or less,white,urban
6,2000,1,5,1,2,2,1,2,other,22,male,college graduate,white,suburban
1,1992,2,5,3,1,1,3,2,democrat,30,female,college graduate,hispanic,urban
6,1990,2,3,3,1,2,1,1,other,32,female,some college,hispanic,urban
1,1993,1,3,6,2,9,3,2,democrat,29,male,some college,other,suburban
5,1998,1,5,1,2,1,NA,NA,did not vote,24,male,college graduate,white,suburban
1,1978,1,3,3,1,2,3,2,democrat,44,male,some college,hispanic,urban
1,1979,2,5,2,4,1,3,1,democrat,43,female,college graduate,black,other
6,1993,2,2,6,3,10,3,2,other,29,female,high school or less,other,rural
6,1984,2,5,4,4,1,3,1,other,38,female,college graduate,asian,other
1,1977,4,1,8,3,1,NA,NA,democrat,45,other,high school or less,other,rural
2,1977,1,2,1,4,2,1,2,republican,45,male,high school or less,white,other
6,2003,1,3,4,2,9,3,1,other,19,male,some college,asian,suburban
1,1990,1,5,6,1,5,3,1,democrat,32,male,college graduate,other,urban
6,1973,1,1,1,4,11,1,2,other,49,male,high school or less,white,other
2,1950,2,4,3,2,2,3,2,republican,72,female,some college,hispanic,suburban
1,1981,2,5,3,1,9,2,2,democrat,41,female,college graduate,hispanic,urban
1,1972,2,6,2,2,11,1,1,democrat,50,female,postgraduate,black,suburban
1,1994,2,1,3,2,1,NA,NA,democrat,28,female,high school or less,hispanic,suburban
1,1956,1,5,2,1,2,3,2,democrat,66,male,college graduate,black,urban
NA,2004,2,1,2,1,11,NA,NA,did not vote,18,female,high school or less,black,urban
1,1945,2,5,2,2,8,3,2,democrat,77,female,college graduate,black,suburban
1,1993,1,5,1,4,1,3,1,democrat,29,male,college graduate,white,other
1,1995,1,6,6,3,9,3,2,democrat,27,male,postgraduate,other,rural
1,1995,1,3,2,2,11,2,1,democrat,27,male,some college,black,suburban
3,1999,2,2,5,1,1,1,2,did not vote,23,female,high school or less,other,urban
6,1994,2,1,1,3,7,NA,NA,other,28,female,high school or less,white,rural
6,1981,1,5,4,2,9,3,2,other,41,male,college graduate,asian,suburban
6,1975,2,2,2,1,11,8,2,other,47,female,high school or less,black,urban
6,1994,2,3,1,2,1,1,1,other,28,female,some college,white,suburban
1,1973,2,2,2,4,11,3,2,democrat,49,female,high school or less,black,other
1,1996,2,5,1,1,5,3,1,democrat,26,female,college graduate,white,urban
1,1991,2,5,4,2,9,3,2,democrat,31,female,college graduate,asian,suburban
1,1960,2,6,2,1,1,NA,NA,democrat,62,female,postgraduate,black,urban
2,2002,1,1,2,1,5,NA,NA,republican,20,male,high school or less,black,urban
1,1998,1,5,3,1,2,3,2,democrat,24,male,college graduate,hispanic,urban
2,1971,1,4,3,3,2,1,2,republican,51,male,some college,hispanic,rural
2,1995,2,3,1,2,2,3,2,republican,27,female,some college,white,suburban
6,1988,2,2,3,1,12,8,2,other,34,female,high school or less,hispanic,urban
2,1993,1,2,1,4,1,2,2,republican,29,male,high school or less,white,other
1,1977,1,2,2,4,11,NA,NA,democrat,45,male,high school or less,black,other
2,1965,1,2,1,3,10,NA,NA,republican,57,male,high school or less,white,rural
6,1986,2,6,4,2,8,3,2,other,36,female,postgraduate,asian,suburban
6,2000,1,1,1,3,11,NA,NA,other,22,male,high school or less,white,rural
2,1955,1,3,3,1,11,8,2,republican,67,male,some college,hispanic,urban
6,1993,1,2,2,1,1,NA,NA,other,29,male,high school or less,black,urban
6,2003,1,3,1,1,5,NA,NA,other,19,male,some college,white,urban
2,2001,2,2,7,2,2,NA,NA,republican,21,female,high school or less,other,suburban
6,1987,1,1,3,1,1,NA,NA,other,35,male,high school or less,hispanic,urban
2,1982,2,1,6,4,2,NA,NA,republican,40,female,high school or less,other,other
1,2001,1,3,1,3,2,3,2,democrat,21,male,some college,white,rural
5,1997,1,5,3,2,9,1,2,did not vote,25,male,college graduate,hispanic,suburban
6,1994,2,2,2,1,11,2,2,other,28,female,high school or less,black,urban
2,1987,1,3,1,4,9,NA,NA,republican,35,male,some college,white,other
1,1987,2,5,4,1,1,3,2,democrat,35,female,college graduate,asian,urban
6,1968,1,2,2,4,12,NA,NA,other,54,male,high school or less,black,other
1,1997,2,5,2,1,1,NA,NA,democrat,25,female,college graduate,black,urban
4,1999,2,2,2,1,5,NA,NA,did not vote,23,female,high school or less,black,urban
1,1990,3,2,2,3,NA,NA,NA,democrat,32,non-binary,high school or less,black,rural
6,1984,1,3,1,2,11,3,2,other,38,male,some college,white,suburban
6,2002,1,1,3,3,11,NA,NA,other,20,male,high school or less,hispanic,rural
2,1979,1,2,1,1,11,NA,NA,republican,43,male,high school or less,white,urban
2,1985,2,2,3,1,12,NA,NA,republican,37,female,high school or less,hispanic,urban
1,1976,2,1,2,3,1,NA,NA,democrat,46,female,high school or less,black,rural
1,2002,1,1,1,1,9,NA,NA,democrat,20,male,high school or less,white,urban
1,1999,1,3,1,3,5,3,2,democrat,23,male,some college,white,rural
6,2001,1,2,1,2,7,NA,NA,other,21,male,high school or less,white,suburban
1,1983,1,4,1,4,1,NA,NA,democrat,39,male,some college,white,other
6,1992,2,5,3,1,2,NA,NA,other,30,female,college graduate,hispanic,urban
1,1997,1,4,2,3,1,3,1,democrat,25,male,some college,black,rural
6,1969,2,2,6,2,11,3,1,other,53,female,high school or less,other,suburban
1,2002,2,2,2,1,6,NA,NA,democrat,20,female,high school or less,black,urban
6,1987,1,5,3,2,2,3,2,other,35,male,college graduate,hispanic,suburban
2,1960,1,1,1,2,2,1,2,republican,62,male,high school or less,white,suburban
1,1990,2,2,2,3,1,NA,NA,democrat,32,female,high school or less,black,rural
1,1962,1,2,1,1,9,3,2,democrat,60,male,high school or less,white,urban
6,2003,2,2,1,3,1,2,1,other,19,female,high school or less,white,rural
2,1976,2,3,3,1,1,NA,NA,republican,46,female,some college,hispanic,urban
1,1998,2,4,6,2,1,NA,NA,democrat,24,female,some college,other,suburban
6,1962,2,2,2,1,12,3,1,other,60,female,high school or less,black,urban
6,1984,2,3,2,2,1,NA,NA,other,38,female,some college,black,suburban
6,1984,2,1,3,4,2,NA,NA,other,38,female,high school or less,hispanic,other
1,1982,1,3,1,2,11,3,2,democrat,40,male,some college,white,suburban
2,1973,1,4,2,1,1,NA,NA,republican,49,male,some college,black,urban
1,2002,1,3,3,3,2,3,2,democrat,20,male,some college,hispanic,rural
6,1998,2,2,3,1,12,NA,NA,other,24,female,high school or less,hispanic,urban
2,1957,1,2,1,3,2,3,2,republican,65,male,high school or less,white,rural
1,2000,3,2,1,2,9,8,2,democrat,22,non-binary,high school or less,white,suburban
1,1973,2,4,3,1,11,NA,NA,democrat,49,female,some college,hispanic,urban
2,1990,1,5,3,1,6,NA,NA,republican,32,male,college graduate,hispanic,urban
1,1980,1,3,2,1,11,NA,NA,democrat,42,male,some college,black,urban
2,1986,1,3,1,3,11,1,2,republican,36,male,some college,white,rural
2,1993,1,5,1,2,11,3,1,republican,29,male,college graduate,white,suburban
1,1964,2,1,2,3,1,NA,NA,democrat,58,female,high school or less,black,rural
2,1990,1,2,1,4,11,1,1,republican,32,male,high school or less,white,other
2,1976,1,2,1,3,11,NA,NA,republican,46,male,high school or less,white,rural
1,1990,2,2,2,3,1,NA,NA,democrat,32,female,high school or less,black,rural
1,1972,2,2,6,4,11,3,2,democrat,50,female,high school or less,other,other
1,1977,2,3,3,1,12,2,2,democrat,45,female,some college,hispanic,urban
6,1990,1,2,2,3,11,NA,NA,other,32,male,high school or less,black,rural
1,1997,1,5,1,1,10,3,2,democrat,25,male,college graduate,white,urban
6,1970,2,2,2,1,12,3,2,other,52,female,high school or less,black,urban
1,1990,1,2,1,4,10,1,2,democrat,32,male,high school or less,white,other
1,1983,1,2,1,3,12,1,2,democrat,39,male,high school or less,white,rural
1,1989,2,1,2,2,1,NA,NA,democrat,33,female,high school or less,black,suburban
6,2000,2,2,1,2,11,3,1,other,22,female,high school or less,white,suburban
6,2004,2,1,1,2,1,2,2,other,18,female,high school or less,white,suburban
2,1995,1,3,1,2,2,NA,NA,republican,27,male,some college,white,suburban
1,1984,2,1,1,1,1,3,2,democrat,38,female,high school or less,white,urban
2,1951,1,2,1,2,1,1,2,republican,71,male,high school or less,white,suburban
1,1979,2,6,3,5,9,NA,NA,democrat,43,female,postgraduate,hispanic,other
1,1974,1,2,3,1,2,3,2,democrat,48,male,high school or less,hispanic,urban
1,1991,2,2,2,4,11,3,2,democrat,31,female,high school or less,black,other
1,1984,2,3,3,2,9,NA,NA,democrat,38,female,some college,hispanic,suburban
6,1963,2,2,3,1,1,3,1,other,59,female,high school or less,hispanic,urban
1,1964,1,1,8,2,2,1,2,democrat,58,male,high school or less,other,suburban
2,1964,1,2,1,2,2,NA,NA,republican,58,male,high school or less,white,suburban
1,1994,1,2,1,2,9,3,2,democrat,28,male,high school or less,white,suburban
2,1945,1,2,1,3,1,NA,NA,republican,77,male,high school or less,white,rural
6,1990,1,1,7,1,5,NA,NA,other,32,male,high school or less,other,urban
2,1986,1,4,1,2,6,1,2,republican,36,male,some college,white,suburban
6,1999,2,5,1,1,5,2,2,other,23,female,college graduate,white,urban
2,1998,1,4,3,4,11,NA,NA,republican,24,male,some college,hispanic,other
2,1955,1,2,1,4,1,1,2,republican,67,male,high school or less,white,other
6,1987,1,2,2,4,1,NA,NA,other,35,male,high school or less,black,other
1,1998,2,6,2,2,11,3,2,democrat,24,female,postgraduate,black,suburban
1,1954,1,2,1,4,1,NA,NA,democrat,68,male,high school or less,white,other
6,2000,1,2,7,3,1,NA,NA,other,22,male,high school or less,other,rural
6,1987,2,1,1,2,9,3,2,other,35,female,high school or less,white,suburban
6,1979,2,2,5,4,12,3,2,other,43,female,high school or less,other,other
1,1995,1,4,2,2,1,NA,NA,democrat,27,male,some college,black,suburban
1,1996,1,5,1,2,2,3,1,democrat,26,male,college graduate,white,suburban
1,1958,2,4,3,2,2,3,2,democrat,64,female,some college,hispanic,suburban
6,1967,1,1,1,4,11,3,2,other,55,male,high school or less,white,other
6,1980,2,3,3,2,11,NA,NA,other,42,female,some college,hispanic,suburban
2,1947,2,2,1,4,1,3,2,republican,75,female,high school or less,white,other
2,1963,2,3,3,2,2,3,2,republican,59,female,some college,hispanic,suburban
1,1961,1,3,2,1,1,NA,NA,democrat,61,male,some college,black,urban
1,1994,2,3,2,2,1,NA,NA,democrat,28,female,some college,black,suburban
1,1984,1,2,1,3,11,NA,NA,democrat,38,male,high school or less,white,rural
1,1996,2,4,1,2,10,3,2,democrat,26,female,some college,white,suburban
2,1993,2,3,1,4,10,1,2,republican,29,female,some college,white,other
1,1995,1,5,1,2,11,3,2,democrat,27,male,college graduate,white,suburban
6,1990,1,2,2,1,1,3,2,other,32,male,high school or less,black,urban
1,1959,1,4,3,3,11,3,2,democrat,63,male,some college,hispanic,rural
6,2000,1,4,2,1,11,NA,NA,other,22,male,some college,black,urban
1,1963,2,3,3,2,1,3,2,democrat,59,female,some college,hispanic,suburban
1,1992,2,3,2,2,1,3,1,democrat,30,female,some college,black,suburban
6,1987,2,2,1,2,2,1,2,other,35,female,high school or less,white,suburban
2,1969,1,3,1,4,1,3,2,republican,53,male,some college,white,other
2,1980,2,2,1,4,2,3,2,republican,42,female,high school or less,white,other
3,1983,1,4,1,4,2,1,1,did not vote,39,male,some college,white,other
6,1981,2,1,1,4,11,2,2,other,41,female,high school or less,white,other
2,1996,2,5,1,4,2,2,1,republican,26,female,college graduate,white,other
6,1984,2,2,3,4,11,2,2,other,38,female,high school or less,hispanic,other
1,1985,1,3,2,1,1,1,1,democrat,37,male,some college,black,urban
6,1976,1,2,1,4,1,1,2,other,46,male,high school or less,white,other
2,1947,1,6,3,1,2,3,2,republican,75,male,postgraduate,hispanic,urban
6,1994,2,1,1,1,1,3,2,other,28,female,high school or less,white,urban
2,1980,2,1,1,4,1,NA,NA,republican,42,female,high school or less,white,other
1,2000,3,5,1,2,9,NA,NA,democrat,22,non-binary,college graduate,white,suburban
6,1983,1,1,1,4,11,3,2,other,39,male,high school or less,white,other
2,1968,1,2,1,2,11,1,2,republican,54,male,high school or less,white,suburban
1,1960,2,6,3,1,2,NA,NA,democrat,62,female,postgraduate,hispanic,urban
1,1974,2,1,1,1,1,2,2,democrat,48,female,high school or less,white,urban
1,1990,1,2,2,3,11,NA,NA,democrat,32,male,high school or less,black,rural
1,1992,2,3,2,1,1,NA,NA,democrat,30,female,some college,black,urban
2,1993,2,4,1,4,1,1,2,republican,29,female,some college,white,other
2,1979,2,1,1,2,11,3,2,republican,43,female,high school or less,white,suburban
3,1988,1,2,1,2,11,NA,NA,did not vote,34,male,high school or less,white,suburban
2,1996,1,2,2,2,11,NA,NA,republican,26,male,high school or less,black,suburban
1,1999,2,2,2,2,1,3,2,democrat,23,female,high school or less,black,suburban
1,1993,2,3,1,2,11,3,2,democrat,29,female,some college,white,suburban
2,1969,1,1,1,4,2,1,2,republican,53,male,high school or less,white,other
2,1989,2,2,1,1,1,3,2,republican,33,female,high school or less,white,urban
1,1987,1,2,2,4,1,8,2,democrat,35,male,high school or less,black,other
NA,2004,2,2,3,2,1,NA,NA,did not vote,18,female,high school or less,hispanic,suburban
6,1973,2,4,2,2,1,NA,NA,other,49,female,some college,black,suburban
1,2001,2,3,3,2,2,3,1,democrat,21,female,some college,hispanic,suburban
1,1978,1,2,1,2,5,3,2,democrat,44,male,high school or less,white,suburban
2,1971,2,2,1,2,1,3,2,republican,51,female,high school or less,white,suburban
1,1966,1,3,1,2,11,3,2,democrat,56,male,some college,white,suburban
6,1974,1,2,1,2,11,NA,NA,other,48,male,high school or less,white,suburban
2,1981,1,4,1,1,1,1,1,republican,41,male,some college,white,urban
1,1989,1,3,2,1,6,NA,NA,democrat,33,male,some college,black,urban
1,1993,2,6,1,2,11,3,2,democrat,29,female,postgraduate,white,suburban
1,1984,2,2,2,1,7,NA,NA,democrat,38,female,high school or less,black,urban
6,2000,2,2,1,2,12,3,2,other,22,female,high school or less,white,suburban
6,2000,2,2,2,1,11,NA,NA,other,22,female,high school or less,black,urban
NA,2003,1,2,1,4,9,NA,NA,did not vote,19,male,high school or less,white,other
6,1980,2,1,1,4,12,NA,NA,other,42,female,high school or less,white,other
6,1990,1,2,1,1,11,NA,NA,other,32,male,high school or less,white,urban
1,1997,1,2,2,2,12,NA,NA,democrat,25,male,high school or less,black,suburban
2,1960,1,3,1,4,11,1,1,republican,62,male,some college,white,other
6,1992,1,3,3,3,2,NA,NA,other,30,male,some college,hispanic,rural
1,1983,1,2,2,2,2,1,1,democrat,39,male,high school or less,black,suburban
2,1966,1,4,1,4,2,1,2,republican,56,male,some college,white,other
1,1959,2,2,2,2,4,NA,NA,democrat,63,female,high school or less,black,suburban
1,1989,2,3,3,2,2,NA,NA,democrat,33,female,some college,hispanic,suburban
NA,2003,2,3,2,2,12,NA,NA,did not vote,19,female,some college,black,suburban
1,1999,2,5,1,2,1,2,1,democrat,23,female,college graduate,white,suburban
1,1990,2,4,2,2,11,3,2,democrat,32,female,some college,black,suburban
NA,1974,2,3,2,4,11,NA,NA,did not vote,48,female,some college,black,other
1,1958,1,3,1,2,5,3,2,democrat,64,male,some college,white,suburban
1,1969,2,2,2,1,11,NA,NA,democrat,53,female,high school or less,black,urban
3,1992,1,4,1,2,5,1,1,did not vote,30,male,some college,white,suburban
2,1958,1,3,1,1,1,1,2,republican,64,male,some college,white,urban
1,1993,2,5,1,4,11,3,2,democrat,29,female,college graduate,white,other
1,1998,1,2,1,2,9,NA,NA,democrat,24,male,high school or less,white,suburban
2,1995,1,3,1,4,11,NA,NA,republican,27,male,some college,white,other
1,1983,1,3,2,1,6,NA,NA,democrat,39,male,some college,black,urban
1,1960,2,3,2,3,1,3,2,democrat,62,female,some college,black,rural
6,1991,2,2,1,2,12,8,2,other,31,female,high school or less,white,suburban
2,1988,1,2,1,4,12,NA,NA,republican,34,male,high school or less,white,other
6,1982,1,3,1,1,11,8,2,other,40,male,some college,white,urban
2,1995,2,5,1,4,2,3,2,republican,27,female,college graduate,white,other
6,1978,1,3,2,4,1,3,2,other,44,male,some college,black,other
1,1989,1,2,2,1,9,3,2,democrat,33,male,high school or less,black,urban
1,1959,2,3,2,1,1,3,2,democrat,63,female,some college,black,urban
6,1965,2,2,1,2,12,3,2,other,57,female,high school or less,white,suburban
6,1993,2,3,3,2,11,NA,NA,other,29,female,some college,hispanic,suburban
1,1979,1,2,2,2,1,1,2,democrat,43,male,high school or less,black,suburban
6,1976,1,2,3,1,11,NA,NA,other,46,male,high school or less,hispanic,urban
2,1984,1,3,1,1,1,NA,NA,republican,38,male,some college,white,urban
2,1998,1,3,2,1,11,NA,NA,republican,24,male,some college,black,urban
6,1975,1,3,1,2,12,3,2,other,47,male,some college,white,suburban
2,1975,1,3,1,2,11,1,2,republican,47,male,some college,white,suburban
1,1971,1,2,1,1,11,NA,NA,democrat,51,male,high school or less,white,urban
3,2001,2,3,1,4,2,1,2,did not vote,21,female,some college,white,other
6,1958,1,2,1,1,1,3,2,other,64,male,high school or less,white,urban
6,1979,1,3,2,1,12,NA,NA,other,43,male,some college,black,urban
2,1958,1,3,1,2,2,3,2,republican,64,male,some college,white,suburban
5,1964,1,2,5,2,1,3,2,did not vote,58,male,high school or less,other,suburban
1,1996,2,2,1,1,9,3,2,democrat,26,female,high school or less,white,urban
1,1976,1,3,3,1,2,NA,NA,democrat,46,male,some college,hispanic,urban
1,1993,2,5,1,3,9,1,1,democrat,29,female,college graduate,white,rural
2,2001,1,5,1,3,9,NA,NA,republican,21,male,college graduate,white,rural
6,1962,2,4,2,2,1,3,1,other,60,female,some college,black,suburban
2,1975,1,3,1,2,11,3,2,republican,47,male,some college,white,suburban
6,1966,2,1,1,4,11,3,NA,other,56,female,high school or less,white,other
6,2000,1,2,3,2,11,NA,NA,other,22,male,high school or less,hispanic,suburban
1,1980,1,2,1,3,11,NA,NA,democrat,42,male,high school or less,white,rural
6,1978,1,2,1,1,1,3,2,other,44,male,high school or less,white,urban
2,1993,2,2,1,2,2,3,2,republican,29,female,high school or less,white,suburban
2,1980,1,4,1,4,11,1,2,republican,42,male,some college,white,other
6,1973,1,1,2,4,11,NA,NA,other,49,male,high school or less,black,other
2,1978,1,2,2,1,2,NA,NA,republican,44,male,high school or less,black,urban
1,1966,1,3,3,2,2,3,2,democrat,56,male,some college,hispanic,suburban
2,1966,1,3,1,3,12,3,2,republican,56,male,some college,white,rural
1,1979,2,2,1,4,11,3,2,democrat,43,female,high school or less,white,other
1,1979,1,3,1,2,7,3,2,democrat,43,male,some college,white,suburban
NA,2004,1,3,1,1,1,NA,NA,did not vote,18,male,some college,white,urban
NA,2004,2,3,1,2,11,2,1,did not vote,18,female,some college,white,suburban
1,1996,1,3,2,2,11,3,2,democrat,26,male,some college,black,suburban
1,2000,1,2,1,1,11,NA,NA,democrat,22,male,high school or less,white,urban
6,1990,2,1,1,2,11,NA,NA,other,32,female,high school or less,white,suburban
6,1988,2,2,1,4,11,1,2,other,34,female,high school or less,white,other
2,1997,1,2,1,1,7,NA,NA,republican,25,male,high school or less,white,urban
6,1977,1,4,1,3,5,3,1,other,45,male,some college,white,rural
6,1986,1,1,2,1,1,NA,NA,other,36,male,high school or less,black,urban
6,1956,2,2,1,2,1,2,2,other,66,female,high school or less,white,suburban
2,1958,2,2,3,3,1,NA,NA,republican,64,female,high school or less,hispanic,rural
1,1945,2,4,2,1,1,1,2,democrat,77,female,some college,black,urban
2,1985,1,3,1,4,1,3,2,republican,37,male,some college,white,other
6,1994,2,2,1,3,1,3,2,other,28,female,high school or less,white,rural
2,1956,2,3,3,2,1,NA,NA,republican,66,female,some college,hispanic,suburban
2,1980,2,2,6,2,12,NA,NA,republican,42,female,high school or less,other,suburban
2,1980,1,2,1,2,2,3,2,republican,42,male,high school or less,white,suburban
6,1980,2,2,1,2,11,3,2,other,42,female,high school or less,white,suburban
6,2002,2,3,1,2,9,3,2,other,20,female,some college,white,suburban
6,1963,2,2,1,2,1,2,2,other,59,female,high school or less,white,suburban
1,1982,1,4,1,2,10,3,2,democrat,40,male,some college,white,suburban
1,1991,1,3,2,1,1,3,1,democrat,31,male,some college,black,urban
6,1986,2,1,1,3,11,3,2,other,36,female,high school or less,white,rural
1,1983,1,2,1,2,10,3,2,democrat,39,male,high school or less,white,suburban
6,2003,1,2,1,3,11,NA,NA,other,19,male,high school or less,white,rural
1,1963,1,2,1,4,1,3,2,democrat,59,male,high school or less,white,other
2,1977,1,2,2,1,1,3,2,republican,45,male,high school or less,black,urban
1,1967,2,4,2,1,9,3,2,democrat,55,female,some college,black,urban
6,1983,2,1,1,3,1,3,2,other,39,female,high school or less,white,rural
2,1945,1,2,1,2,2,3,2,republican,77,male,high school or less,white,suburban
6,1988,1,4,3,3,2,NA,NA,other,34,male,some college,hispanic,rural
2,1984,1,3,7,3,11,NA,NA,republican,38,male,some college,other,rural
6,1973,1,2,1,3,11,3,2,other,49,male,high school or less,white,rural
1,1978,1,2,1,4,7,NA,NA,democrat,44,male,high school or less,white,other
2,1959,1,2,1,2,1,3,2,republican,63,male,high school or less,white,suburban
2,1971,2,2,1,4,1,2,2,republican,51,female,high school or less,white,other
2,1989,2,2,1,2,1,1,2,republican,33,female,high school or less,white,suburban
1,1980,2,2,3,1,11,NA,NA,democrat,42,female,high school or less,hispanic,urban
1,1987,2,4,2,1,1,1,1,democrat,35,female,some college,black,urban
1,1965,2,3,2,2,1,3,2,democrat,57,female,some college,black,suburban
1,1994,2,5,2,1,11,1,1,democrat,28,female,college graduate,black,urban
1,1988,1,2,1,4,9,NA,NA,democrat,34,male,high school or less,white,other
6,2000,4,1,2,1,11,NA,NA,other,22,other,high school or less,black,urban
6,1972,2,2,3,1,11,NA,NA,other,50,female,high school or less,hispanic,urban
5,1995,2,3,1,1,2,3,1,did not vote,27,female,some college,white,urban
2,1980,1,3,2,1,1,NA,NA,republican,42,male,some college,black,urban
1,1965,1,2,2,1,1,NA,NA,democrat,57,male,high school or less,black,urban
6,1975,1,2,6,2,11,NA,NA,other,47,male,high school or less,other,suburban
1,1978,1,3,2,1,2,NA,NA,democrat,44,male,some college,black,urban
6,1972,2,2,1,2,11,3,2,other,50,female,high school or less,white,suburban
6,1998,2,2,2,2,11,NA,NA,other,24,female,high school or less,black,suburban
1,1967,2,2,3,2,2,NA,NA,democrat,55,female,high school or less,hispanic,suburban
1,1942,1,3,2,1,1,1,2,democrat,80,male,some college,black,urban
1,1950,2,1,1,3,11,NA,NA,democrat,72,female,high school or less,white,rural
6,1992,2,1,1,1,4,3,2,other,30,female,high school or less,white,urban
6,1951,1,6,2,1,10,3,2,other,71,male,postgraduate,black,urban
1,1988,2,3,2,2,1,3,1,democrat,34,female,some college,black,suburban
6,1966,1,2,2,2,12,3,2,other,56,male,high school or less,black,suburban
6,1992,2,1,2,1,11,8,2,other,30,female,high school or less,black,urban
1,1988,2,2,2,1,1,3,2,democrat,34,female,high school or less,black,urban
6,1982,1,3,1,2,2,1,2,other,40,male,some college,white,suburban
1,1982,2,4,2,2,11,NA,NA,democrat,40,female,some college,black,suburban
1,1996,1,5,3,1,2,2,2,democrat,26,male,college graduate,hispanic,urban
1,1953,2,2,3,1,2,NA,NA,democrat,69,female,high school or less,hispanic,urban
1,1976,2,3,2,2,1,NA,NA,democrat,46,female,some college,black,suburban
1,1973,1,3,2,1,6,3,2,democrat,49,male,some college,black,urban
2,1958,1,2,1,2,3,1,2,republican,64,male,high school or less,white,suburban
3,1996,2,4,1,3,11,3,NA,did not vote,26,female,some college,white,rural
2,1989,1,3,1,2,12,1,1,republican,33,male,some college,white,suburban
2,1940,1,2,1,3,1,1,2,republican,82,male,high school or less,white,rural
1,1987,1,2,3,1,2,3,2,democrat,35,male,high school or less,hispanic,urban
2,1961,1,2,3,3,2,1,1,republican,61,male,high school or less,hispanic,rural
6,1980,1,2,1,1,11,NA,NA,other,42,male,high school or less,white,urban
2,1962,2,3,3,3,2,1,2,republican,60,female,some college,hispanic,rural
2,1979,1,2,1,4,1,NA,NA,republican,43,male,high school or less,white,other
1,1958,1,2,2,1,11,1,1,democrat,64,male,high school or less,black,urban
6,1964,1,3,2,1,1,NA,NA,other,58,male,some college,black,urban
