age,age_cohort,vote_choice,race,income_tier,urbanicity,region,education,gender,religion,state,pid7
21,"(18,29]",democrat,White,Lower income,Rural,West,Some College,Female,Nothing in particular,Colorado,2
22,"(18,29]",democrat,White,Upper income,Urban,South,4-year College Degree,Male,Atheist,North Carolina,1
23,"(18,29]",republican,Black,Lower income,Urban,West,No High School,Male,Jewish,Hawaii,1
21,"(18,29]",republican,White,Lower income,Rural,South,Some College,Female,Protestant,Maryland,7
63,"(49,64]",democrat,White,Lower income,Urban,South,High School Graduate,Male,Something else,Maryland,1
51,"(49,64]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Female,Roman Catholic,South Dakota,2
50,"(49,64]",republican,White,Lower income,Rural,South,No High School,Male,Nothing in particular,Alabama,6
57,"(49,64]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Hawaii,1
42,"(29,49]",republican,Black,Lower income,Rural,Midwest,High School Graduate,Male,Roman Catholic,Kansas,7
35,"(29,49]",republican,White,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Washington,7
21,"(18,29]",republican,White,Lower income,Urban,Midwest,Some College,Male,Something else,South Dakota,6
60,"(49,64]",democrat,White,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Washington,1
29,"(18,29]",republican,Middle Eastern,Lower income,Rural,South,Some College,Female,Protestant,Kentucky,7
37,"(29,49]",democrat,Black,Lower income,Urban,West,Some College,Male,Nothing in particular,Oklahoma,4
36,"(29,49]",democrat,White,Lower income,Urban,Midwest,No High School,Female,Nothing in particular,South Dakota,4
32,"(29,49]",democrat,White,Lower income,Urban,South,Some College,Male,Protestant,Arkansas,3
22,"(18,29]",republican,White,Lower income,Rural,South,High School Graduate,Female,Protestant,Alabama,7
46,"(29,49]",republican,White,Lower income,Urban,Midwest,Some College,Male,Atheist,Ohio,5
23,"(18,29]",democrat,White,Lower income,Urban,West,4-year College Degree,Female,Muslim,Oklahoma,1
38,"(29,49]",democrat,Black,Lower income,Urban,South,Some College,Female,Protestant,Alabama,1
21,"(18,29]",republican,Black,Lower income,Urban,West,No High School,Female,Protestant,Colorado,7
20,"(18,29]",democrat,Hispanic,Lower income,Urban,Midwest,Some College,Female,Protestant,Kansas,1
33,"(29,49]",democrat,Black,Lower income,Rural,South,2-year College Degree,Male,Protestant,Alabama,1
20,"(18,29]",democrat,White,Lower income,Urban,South,Some College,Female,Atheist,Mississippi,2
60,"(49,64]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Something else,Kansas,1
53,"(49,64]",democrat,Black,Lower income,Urban,West,Some College,Female,Protestant,Idaho,2
24,"(18,29]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Male,Nothing in particular,Pennsylvania,1
48,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,Alabama,1
24,"(18,29]",democrat,White,Lower income,Urban,West,No High School,Male,Protestant,Hawaii,1
22,"(18,29]",republican,White,Lower income,Urban,Midwest,No High School,Male,Muslim,Ohio,1
53,"(49,64]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Female,Roman Catholic,Kansas,1
53,"(49,64]",republican,Black,Lower income,Urban,West,Postgraduate Degree,Female,Protestant,Washington,7
44,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Female,Protestant,Washington,1
24,"(18,29]",democrat,Hispanic,Lower income,Urban,West,Some College,Female,Agnostic,Colorado,1
20,"(18,29]",democrat,Black,Lower income,Urban,West,Some College,Male,Something else,Colorado,3
33,"(29,49]",democrat,White,Lower income,Urban,West,4-year College Degree,Male,Atheist,Colorado,2
35,"(29,49]",democrat,Black,Lower income,Urban,West,Some College,Female,Nothing in particular,Colorado,4
31,"(29,49]",democrat,Hispanic,Lower income,Urban,West,No High School,Male,Roman Catholic,New Mexico,1
38,"(29,49]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Roman Catholic,Ohio,1
25,"(18,29]",democrat,White,Lower income,Urban,Midwest,No High School,Female,Something else,South Dakota,1
32,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Colorado,3
42,"(29,49]",republican,White,Lower income,Rural,Northeast,High School Graduate,Male,Nothing in particular,Pennsylvania,4
28,"(18,29]",democrat,Black,Lower income,Urban,Midwest,Some College,Female,Protestant,Missouri,4
21,"(18,29]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Texas,4
53,"(49,64]",democrat,White,Upper income,Urban,South,High School Graduate,Male,Nothing in particular,Mississippi,1
34,"(29,49]",democrat,Black,Lower income,Rural,Midwest,2-year College Degree,Female,Nothing in particular,Nebraska,2
41,"(29,49]",democrat,Black,Lower income,Urban,South,2-year College Degree,Female,Protestant,Arkansas,3
20,"(18,29]",republican,White,Lower income,Rural,West,No High School,Male,Roman Catholic,Oklahoma,7
47,"(29,49]",democrat,White,Lower income,Rural,South,No High School,Female,Protestant,Louisiana,1
40,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Protestant,Hawaii,7
30,"(29,49]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Oklahoma,1
34,"(29,49]",democrat,Black,Lower income,Rural,West,Some College,Female,Protestant,Idaho,1
43,"(29,49]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Nothing in particular,Ohio,1
21,"(18,29]",democrat,White,Lower income,Rural,Midwest,High School Graduate,Female,Nothing in particular,South Dakota,1
46,"(29,49]",democrat,Hispanic,Lower income,Urban,Midwest,No High School,Female,Roman Catholic,Kansas,4
45,"(29,49]",republican,White,Lower income,Rural,South,High School Graduate,Female,Nothing in particular,Maryland,2
35,"(29,49]",republican,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Idaho,6
26,"(18,29]",democrat,Hispanic,Lower income,Urban,Midwest,4-year College Degree,Female,Protestant,Ohio,2
21,"(18,29]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Female,Muslim,South Dakota,3
21,"(18,29]",democrat,White,Lower income,Rural,West,Some College,Female,Something else,Wyoming,3
22,"(18,29]",democrat,Hispanic,Lower income,Rural,Midwest,High School Graduate,Female,Protestant,South Dakota,1
44,"(29,49]",democrat,Black,Lower income,Rural,Midwest,Some College,Female,Protestant,Missouri,1
30,"(29,49]",democrat,White,Lower income,Urban,West,No High School,Female,Nothing in particular,Hawaii,3
52,"(49,64]",democrat,Middle Eastern,Lower income,Urban,West,4-year College Degree,Female,Something else,Washington,1
53,"(49,64]",democrat,White,Lower income,Rural,West,No High School,Female,Agnostic,Idaho,2
43,"(29,49]",republican,Black,Lower income,Urban,Midwest,No High School,Female,Nothing in particular,Kansas,1
22,"(18,29]",democrat,White,Lower income,Urban,West,High School Graduate,Male,Roman Catholic,Washington,2
34,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Female,Roman Catholic,Washington,1
50,"(49,64]",democrat,Middle Eastern,Lower income,Rural,Midwest,High School Graduate,Female,Nothing in particular,Ohio,1
35,"(29,49]",democrat,Black,Lower income,Rural,South,High School Graduate,Male,Protestant,Kentucky,1
33,"(29,49]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Male,Atheist,Massachusetts,1
44,"(29,49]",republican,Black,Lower income,Urban,West,High School Graduate,Male,Roman Catholic,Colorado,7
43,"(29,49]",democrat,White,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Wyoming,3
34,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Idaho,4
36,"(29,49]",democrat,Black,Lower income,Rural,West,Some College,Female,Roman Catholic,Colorado,1
52,"(49,64]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Female,Protestant,Minnesota,1
27,"(18,29]",democrat,White,Lower income,Rural,Midwest,High School Graduate,Male,Something else,Ohio,1
31,"(29,49]",democrat,Black,Lower income,Urban,South,No High School,Male,Nothing in particular,North Carolina,1
62,"(49,64]",democrat,Black,Lower income,Urban,South,Some College,Male,Nothing in particular,Kentucky,1
40,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,North Carolina,1
53,"(49,64]",republican,White,Lower income,Rural,West,High School Graduate,Male,Protestant,Idaho,6
37,"(29,49]",republican,White,Lower income,Rural,West,2-year College Degree,Male,Protestant,Oklahoma,7
37,"(29,49]",republican,White,Lower income,Urban,West,Some College,Male,Protestant,New Mexico,6
20,"(18,29]",democrat,White,Lower income,Urban,Midwest,Some College,Male,Protestant,Kansas,6
28,"(18,29]",democrat,Middle Eastern,Upper income,Urban,South,Postgraduate Degree,Male,Protestant,Arkansas,4
27,"(18,29]",democrat,Black,Lower income,Urban,West,4-year College Degree,Female,Protestant,Idaho,1
29,"(18,29]",democrat,Black,Lower income,Rural,Midwest,Some College,Female,Roman Catholic,Nebraska,1
33,"(29,49]",democrat,Black,Lower income,Urban,West,2-year College Degree,Female,Something else,Nevada,1
34,"(29,49]",republican,Middle Eastern,Lower income,Urban,West,No High School,Female,Something else,Colorado,6
58,"(49,64]",democrat,White,Lower income,Rural,Northeast,No High School,Female,Roman Catholic,Pennsylvania,1
32,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Nothing in particular,Georgia,5
33,"(29,49]",republican,White,Lower income,Rural,West,High School Graduate,Male,Nothing in particular,Idaho,7
31,"(29,49]",republican,White,Lower income,Rural,West,High School Graduate,Male,Mormon,Colorado,6
20,"(18,29]",democrat,White,Lower income,Urban,West,Some College,Male,Atheist,Oklahoma,4
34,"(29,49]",democrat,White,Lower income,Rural,West,Some College,Male,Agnostic,Washington,2
23,"(18,29]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Colorado,4
29,"(18,29]",democrat,Black,Lower income,Rural,Midwest,2-year College Degree,Female,Roman Catholic,Minnesota,2
39,"(29,49]",republican,White,Lower income,Rural,Northeast,No High School,Male,Agnostic,Rhode Island,1
27,"(18,29]",republican,Black,Lower income,Rural,Midwest,High School Graduate,Female,Protestant,South Dakota,2
47,"(29,49]",democrat,Hispanic,Lower income,Urban,Midwest,Some College,Female,Nothing in particular,Kansas,1
25,"(18,29]",democrat,Hispanic,Lower income,Urban,West,Some College,Male,Atheist,Colorado,1
37,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Montana,1
61,"(49,64]",democrat,Middle Eastern,Lower income,Urban,West,4-year College Degree,Male,Agnostic,Washington,3
59,"(49,64]",democrat,Middle Eastern,Lower income,Urban,Midwest,High School Graduate,Female,Something else,Ohio,2
22,"(18,29]",democrat,Hispanic,Lower income,Urban,West,2-year College Degree,Female,Roman Catholic,Colorado,2
23,"(18,29]",republican,White,Lower income,Rural,Midwest,High School Graduate,Male,Protestant,Nebraska,4
21,"(18,29]",republican,Black,Lower income,Urban,West,High School Graduate,Female,Roman Catholic,Colorado,7
36,"(29,49]",republican,White,Lower income,Rural,South,High School Graduate,Female,Nothing in particular,Virginia,7
36,"(29,49]",democrat,Middle Eastern,Lower income,Urban,Midwest,High School Graduate,Female,Nothing in particular,South Dakota,4
61,"(49,64]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Agnostic,Hawaii,1
74,"(64,90]",republican,White,Upper income,Urban,Midwest,4-year College Degree,Male,Protestant,North Dakota,7
35,"(29,49]",republican,Black,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Washington,7
52,"(49,64]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Protestant,South Dakota,1
57,"(49,64]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Hawaii,1
42,"(29,49]",republican,Native American,Lower income,Rural,South,Some College,Female,Nothing in particular,Alabama,6
53,"(49,64]",democrat,White,Lower income,Urban,West,No High School,Male,Something else,New Mexico,3
58,"(49,64]",democrat,White,Lower income,Rural,Northeast,4-year College Degree,Male,Agnostic,New York,3
40,"(29,49]",democrat,White,Lower income,Rural,Midwest,4-year College Degree,Female,Protestant,South Dakota,1
62,"(49,64]",republican,White,Lower income,Urban,Northeast,Postgraduate Degree,Male,Nothing in particular,Massachusetts,6
52,"(49,64]",democrat,White,Upper income,Urban,West,4-year College Degree,Male,Atheist,Hawaii,2
47,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Hawaii,2
55,"(49,64]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Protestant,Massachusetts,1
28,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Nevada,6
32,"(29,49]",republican,White,Lower income,Urban,South,High School Graduate,Male,Atheist,Mississippi,4
25,"(18,29]",republican,White,Upper income,Rural,West,High School Graduate,Male,Agnostic,Montana,5
33,"(29,49]",republican,Black,Lower income,Urban,Midwest,High School Graduate,Male,Something else,South Dakota,6
30,"(29,49]",republican,White,Lower income,Rural,West,High School Graduate,Male,Protestant,Washington,7
51,"(49,64]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,New Mexico,1
57,"(49,64]",democrat,Black,Lower income,Urban,Midwest,No High School,Male,Protestant,South Dakota,1
40,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Mormon,Kentucky,1
48,"(29,49]",democrat,White,Lower income,Urban,Midwest,Some College,Male,Nothing in particular,Missouri,1
40,"(29,49]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Protestant,Pennsylvania,1
56,"(49,64]",democrat,White,Lower income,Urban,South,High School Graduate,Male,Atheist,West Virginia,1
24,"(18,29]",democrat,White,Upper income,Urban,Midwest,4-year College Degree,Female,Roman Catholic,Ohio,3
37,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Atheist,Idaho,1
55,"(49,64]",republican,White,Lower income,Urban,West,High School Graduate,Male,Protestant,Colorado,7
26,"(18,29]",democrat,Black,Lower income,Urban,West,4-year College Degree,Female,Roman Catholic,Idaho,1
56,"(49,64]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Wyoming,2
22,"(18,29]",democrat,Hispanic,Lower income,Urban,West,Some College,Female,Nothing in particular,New Mexico,2
27,"(18,29]",democrat,Black,Lower income,Rural,West,High School Graduate,Male,Protestant,Washington,3
50,"(49,64]",republican,White,Lower income,Rural,West,High School Graduate,Male,Nothing in particular,Montana,4
41,"(29,49]",republican,White,Lower income,Rural,Northeast,High School Graduate,Male,Atheist,Rhode Island,6
36,"(29,49]",republican,Black,Lower income,Urban,South,Some College,Male,Nothing in particular,Kentucky,6
40,"(29,49]",democrat,Hispanic,Upper income,Urban,West,4-year College Degree,Male,Protestant,Washington,6
37,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Washington,1
29,"(18,29]",democrat,Asian,Lower income,Rural,West,Some College,Female,Something else,Utah,1
26,"(18,29]",republican,Black,Lower income,Urban,Midwest,High School Graduate,Male,Nothing in particular,Minnesota,1
21,"(18,29]",democrat,Hispanic,Lower income,Urban,West,Some College,Female,Something else,Washington,2
21,"(18,29]",republican,White,Lower income,Rural,Midwest,High School Graduate,Female,Nothing in particular,Missouri,7
34,"(29,49]",republican,White,Lower income,Urban,South,High School Graduate,Male,Roman Catholic,Arkansas,2
38,"(29,49]",republican,White,Lower income,Urban,Midwest,High School Graduate,Male,Jewish,Ohio,1
39,"(29,49]",republican,White,Lower income,Rural,South,2-year College Degree,Male,Something else,Alabama,7
46,"(29,49]",democrat,Middle Eastern,Lower income,Urban,Midwest,High School Graduate,Male,Something else,Kansas,1
24,"(18,29]",democrat,Black,Lower income,Urban,West,4-year College Degree,Male,Nothing in particular,Colorado,4
45,"(29,49]",democrat,Hispanic,Lower income,Urban,South,2-year College Degree,Male,Roman Catholic,North Carolina,1
66,"(64,90]",democrat,Asian,Upper income,Urban,West,Postgraduate Degree,Male,Nothing in particular,New Mexico,3
52,"(49,64]",democrat,Hispanic,Lower income,Rural,West,High School Graduate,Male,Agnostic,Colorado,2
58,"(49,64]",democrat,White,Lower income,Rural,Midwest,High School Graduate,Female,Roman Catholic,Ohio,1
40,"(29,49]",republican,White,Lower income,Urban,Northeast,High School Graduate,Female,Nothing in particular,Massachusetts,4
43,"(29,49]",democrat,Black,Lower income,Urban,West,Some College,Female,Protestant,Hawaii,3
47,"(29,49]",democrat,White,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Colorado,4
34,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Nothing in particular,Mississippi,2
43,"(29,49]",republican,White,Upper income,Urban,West,Postgraduate Degree,Male,Protestant,Hawaii,7
32,"(29,49]",democrat,White,Lower income,Rural,West,High School Graduate,Male,Nothing in particular,Oklahoma,2
35,"(29,49]",republican,White,Lower income,Rural,South,High School Graduate,Male,Something else,Maryland,5
50,"(49,64]",democrat,Black,Lower income,Rural,West,Some College,Female,Nothing in particular,Washington,2
22,"(18,29]",democrat,White,Lower income,Urban,Midwest,2-year College Degree,Female,Roman Catholic,Ohio,1
55,"(49,64]",democrat,White,Upper income,Urban,South,Postgraduate Degree,Female,Jewish,Mississippi,1
38,"(29,49]",democrat,White,Lower income,Rural,Northeast,Some College,Male,Protestant,Pennsylvania,2
51,"(49,64]",democrat,White,Lower income,Urban,West,Some College,Male,Protestant,California,1
36,"(29,49]",democrat,Middle Eastern,Lower income,Urban,Midwest,2-year College Degree,Male,Nothing in particular,Ohio,2
34,"(29,49]",republican,Hispanic,Lower income,Urban,West,Some College,Male,Something else,Colorado,6
31,"(29,49]",democrat,Hispanic,Lower income,Urban,South,Some College,Male,Nothing in particular,Arkansas,1
31,"(29,49]",democrat,White,Lower income,Rural,South,Some College,Male,Agnostic,Maryland,4
52,"(49,64]",democrat,White,Lower income,Urban,South,High School Graduate,Female,Agnostic,Mississippi,3
29,"(18,29]",republican,White,Lower income,Rural,South,High School Graduate,Male,Nothing in particular,West Virginia,5
50,"(49,64]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Protestant,Hawaii,1
41,"(29,49]",democrat,White,Lower income,Urban,Midwest,Some College,Male,Atheist,Ohio,1
26,"(18,29]",republican,White,Upper income,Urban,West,Postgraduate Degree,Male,Roman Catholic,Hawaii,1
77,"(64,90]",democrat,White,Lower income,Urban,South,Some College,Male,Roman Catholic,Mississippi,3
39,"(29,49]",democrat,White,Lower income,Urban,Midwest,High School Graduate,Male,Roman Catholic,Missouri,1
25,"(18,29]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,North Carolina,1
21,"(18,29]",democrat,Hispanic,Lower income,Urban,West,2-year College Degree,Female,Atheist,Hawaii,1
59,"(49,64]",democrat,Black,Lower income,Rural,South,High School Graduate,Female,Nothing in particular,Arkansas,1
57,"(49,64]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Something else,Colorado,1
24,"(18,29]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Protestant,Pennsylvania,1
20,"(18,29]",democrat,Asian,Lower income,Urban,South,Some College,Male,Protestant,Georgia,2
22,"(18,29]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Roman Catholic,Minnesota,1
21,"(18,29]",republican,White,Lower income,Rural,West,Some College,Female,Protestant,Oklahoma,6
27,"(18,29]",democrat,Black,Lower income,Urban,Midwest,Some College,Female,Protestant,Missouri,2
22,"(18,29]",republican,Middle Eastern,Lower income,Urban,West,2-year College Degree,Female,Something else,Washington,7
39,"(29,49]",republican,Hispanic,Lower income,Urban,South,No High School,Female,Protestant,Arkansas,7
39,"(29,49]",democrat,Asian,Lower income,Urban,West,Some College,Male,Protestant,Colorado,3
33,"(29,49]",democrat,Hispanic,Lower income,Urban,Midwest,High School Graduate,Female,Something else,Missouri,1
36,"(29,49]",democrat,Hispanic,Lower income,Urban,Midwest,2-year College Degree,Male,Roman Catholic,Ohio,1
36,"(29,49]",republican,White,Lower income,Rural,West,Some College,Male,Nothing in particular,Oklahoma,5
23,"(18,29]",democrat,Hispanic,Lower income,Urban,West,2-year College Degree,Female,Roman Catholic,Colorado,2
31,"(29,49]",republican,Black,Lower income,Urban,South,High School Graduate,Female,Something else,Georgia,2
45,"(29,49]",republican,Black,Lower income,Urban,Midwest,High School Graduate,Male,Nothing in particular,Missouri,5
29,"(18,29]",republican,White,Lower income,Rural,South,High School Graduate,Female,Nothing in particular,West Virginia,5
35,"(29,49]",democrat,Native American,Lower income,Rural,South,No High School,Female,Roman Catholic,Arkansas,1
45,"(29,49]",republican,White,Lower income,Urban,West,No High School,Female,Nothing in particular,Hawaii,7
64,"(49,64]",democrat,White,Lower income,Urban,West,4-year College Degree,Female,Protestant,Hawaii,1
44,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Washington,4
57,"(49,64]",republican,White,Lower income,Rural,West,High School Graduate,Male,Nothing in particular,Colorado,7
44,"(29,49]",republican,Hispanic,Lower income,Urban,West,Some College,Female,Roman Catholic,Colorado,1
35,"(29,49]",democrat,Black,Upper income,Urban,South,High School Graduate,Female,Protestant,Virginia,1
55,"(49,64]",democrat,White,Lower income,Urban,Midwest,4-year College Degree,Female,Nothing in particular,Nebraska,1
45,"(29,49]",democrat,Black,Upper income,Urban,West,High School Graduate,Female,Protestant,Colorado,1
35,"(29,49]",democrat,Black,Upper income,Urban,West,High School Graduate,Female,Protestant,Wyoming,1
45,"(29,49]",republican,White,Lower income,Rural,Northeast,Some College,Male,Nothing in particular,Pennsylvania,6
50,"(49,64]",republican,White,Upper income,Urban,West,4-year College Degree,Male,Nothing in particular,Hawaii,4
38,"(29,49]",democrat,White,Lower income,Rural,Midwest,High School Graduate,Female,Agnostic,Missouri,1
46,"(29,49]",republican,White,Lower income,Rural,Northeast,4-year College Degree,Female,Roman Catholic,Pennsylvania,6
41,"(29,49]",republican,White,Upper income,Urban,West,2-year College Degree,Male,Nothing in particular,Hawaii,6
52,"(49,64]",democrat,White,Upper income,Urban,West,4-year College Degree,Female,Atheist,Washington,1
38,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Roman Catholic,Georgia,4
60,"(49,64]",democrat,White,Lower income,Urban,Midwest,4-year College Degree,Male,Atheist,Ohio,3
46,"(29,49]",democrat,White,Lower income,Urban,Northeast,4-year College Degree,Female,Agnostic,Maine,1
41,"(29,49]",democrat,White,Lower income,Rural,West,Some College,Male,Nothing in particular,Colorado,2
22,"(18,29]",democrat,Black,Upper income,Urban,Midwest,4-year College Degree,Male,Roman Catholic,Ohio,6
28,"(18,29]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Atheist,Pennsylvania,2
33,"(29,49]",republican,White,Lower income,Rural,West,No High School,Male,Nothing in particular,Idaho,6
34,"(29,49]",republican,White,Lower income,Rural,West,High School Graduate,Male,Protestant,Colorado,7
21,"(18,29]",republican,Black,Lower income,Urban,Midwest,High School Graduate,Male,Buddhist,Minnesota,1
21,"(18,29]",republican,Other,Lower income,Urban,Midwest,High School Graduate,Male,Something else,South Dakota,1
32,"(29,49]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Hawaii,2
60,"(49,64]",republican,White,Lower income,Urban,Midwest,Postgraduate Degree,Male,Something else,South Dakota,4
23,"(18,29]",republican,Other,Lower income,Urban,South,Some College,Female,Protestant,Virginia,7
39,"(29,49]",democrat,Hispanic,Lower income,Urban,West,2-year College Degree,Female,Nothing in particular,Colorado,1
52,"(49,64]",democrat,Black,Lower income,Urban,Midwest,4-year College Degree,Female,Protestant,Ohio,1
43,"(29,49]",democrat,Black,Lower income,Urban,Northeast,Some College,Female,Roman Catholic,Massachusetts,1
25,"(18,29]",democrat,Hispanic,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Washington,2
23,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Washington,2
28,"(18,29]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Hawaii,1
45,"(29,49]",republican,White,Lower income,Rural,South,High School Graduate,Male,Protestant,Maryland,4
71,"(64,90]",republican,White,Lower income,Rural,West,High School Graduate,Female,Protestant,California,7
46,"(29,49]",republican,White,Lower income,Rural,West,No High School,Female,Protestant,Washington,5
22,"(18,29]",democrat,Middle Eastern,Lower income,Urban,Northeast,No High School,Male,Atheist,Maine,2
25,"(18,29]",republican,Hispanic,Lower income,Urban,West,Some College,Male,Nothing in particular,Colorado,4
70,"(64,90]",democrat,White,Lower income,Rural,Midwest,Postgraduate Degree,Female,Something else,North Dakota,4
49,"(29,49]",democrat,Black,Lower income,Urban,Midwest,Some College,Female,Something else,Missouri,1
45,"(29,49]",republican,White,Lower income,Rural,West,No High School,Female,Nothing in particular,Washington,7
34,"(29,49]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Colorado,2
22,"(18,29]",democrat,Hispanic,Lower income,Urban,West,No High School,Female,Protestant,Colorado,4
25,"(18,29]",democrat,Black,Upper income,Urban,Midwest,Postgraduate Degree,Male,Roman Catholic,Ohio,2
40,"(29,49]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Oklahoma,2
29,"(18,29]",democrat,Black,Lower income,Rural,Midwest,4-year College Degree,Male,Roman Catholic,Ohio,2
27,"(18,29]",democrat,Hispanic,Lower income,Rural,South,Some College,Female,Roman Catholic,South Carolina,1
25,"(18,29]",democrat,White,Lower income,Rural,Midwest,High School Graduate,Female,Protestant,Missouri,3
60,"(49,64]",republican,White,Lower income,Rural,South,2-year College Degree,Female,Nothing in particular,Maryland,7
21,"(18,29]",democrat,White,Lower income,Urban,West,High School Graduate,Male,Hindu,Oklahoma,3
68,"(64,90]",republican,White,Upper income,Rural,West,High School Graduate,Male,Roman Catholic,Idaho,5
26,"(18,29]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Nothing in particular,Georgia,4
31,"(29,49]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Muslim,Florida,4
38,"(29,49]",democrat,Hispanic,Lower income,Rural,Northeast,Some College,Female,Roman Catholic,Rhode Island,1
79,"(64,90]",democrat,White,Lower income,Rural,South,High School Graduate,Male,Nothing in particular,South Carolina,1
35,"(29,49]",democrat,Black,Lower income,Urban,West,2-year College Degree,Male,Protestant,Idaho,1
35,"(29,49]",democrat,Black,Lower income,Urban,West,Some College,Male,Nothing in particular,Colorado,1
56,"(49,64]",republican,Native American,Lower income,Urban,West,High School Graduate,Female,Roman Catholic,Washington,7
22,"(18,29]",democrat,White,Lower income,Urban,West,No High School,Male,Roman Catholic,Washington,1
58,"(49,64]",republican,White,Lower income,Rural,West,High School Graduate,Female,Roman Catholic,Washington,7
32,"(29,49]",democrat,Hispanic,Upper income,Urban,South,4-year College Degree,Male,Roman Catholic,Mississippi,7
44,"(29,49]",republican,White,Lower income,Rural,West,Some College,Male,Agnostic,Washington,5
58,"(49,64]",democrat,White,Lower income,Rural,West,Some College,Female,Nothing in particular,Washington,1
45,"(29,49]",democrat,Hispanic,Lower income,Urban,Midwest,Some College,Male,Agnostic,North Dakota,1
31,"(29,49]",democrat,White,Lower income,Urban,West,No High School,Female,Roman Catholic,Washington,1
29,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Protestant,Idaho,1
53,"(49,64]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Something else,Pennsylvania,2
22,"(18,29]",democrat,Black,Lower income,Urban,West,4-year College Degree,Female,Something else,Hawaii,2
26,"(18,29]",democrat,Black,Lower income,Urban,West,Some College,Male,Protestant,Utah,1
24,"(18,29]",democrat,Middle Eastern,Lower income,Rural,Northeast,4-year College Degree,Female,Nothing in particular,Pennsylvania,4
63,"(49,64]",democrat,White,Lower income,Rural,West,No High School,Female,Something else,Washington,6
44,"(29,49]",democrat,White,Lower income,Urban,West,High School Graduate,Female,Roman Catholic,Washington,2
