presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vvweight,inputstate,pid7,votereg,faminc_new
2,1968,1,6,1,2,2,1,2,1.1771094727,51,5,1,12
2,1996,2,3,1,3,11,8,1,0.4872100378,40,4,1,3
2,1954,1,5,4,3,3,1,2,NA,46,7,1,7
1,1984,1,4,1,2,10,3,1,NA,49,3,1,1
1,1995,1,6,1,1,11,3,1,1.0363418105,47,1,1,7
2,1962,1,2,1,2,2,1,2,1.0402944667,27,7,1,14
6,1977,2,6,1,2,1,1,2,0.7610679354,48,6,1,7
4,1972,2,5,3,4,9,2,2,0.3556472559,23,3,1,12
1,1961,2,6,1,2,12,3,2,0.5436365163,48,1,1,12
2,1953,2,3,1,2,11,3,2,0.3417076906,45,5,1,11
1,1971,2,6,1,2,2,3,1,0.7162035284,10,3,1,9
1,2002,1,2,2,2,11,2,1,1.0323273279,13,1,1,97
1,1968,2,6,1,2,1,3,2,0.4934205026,45,1,1,11
1,1969,2,6,1,4,11,3,2,0.8630062638,15,1,1,12
2,1990,1,5,1,4,2,1,2,1.6558952867,55,5,1,4
2,1965,1,5,3,2,2,NA,NA,NA,12,7,1,13
1,1968,2,4,1,3,9,2,2,0.7624175675,6,2,1,9
1,1984,1,5,2,1,2,3,2,2.532247238,36,2,1,8
3,1982,1,5,2,1,1,3,2,1.5491519614,48,4,1,9
1,1968,1,6,1,4,11,3,2,0.5496266616,25,1,1,8
1,1986,2,5,1,2,5,3,1,1.0761086961,6,1,1,11
1,1999,1,3,1,1,3,3,2,NA,49,2,1,2
1,1977,2,3,1,2,1,3,1,0.6787561637,28,2,1,8
1,1975,2,4,1,1,11,1,2,0.5211952994,48,4,1,5
1,1985,2,6,1,2,9,1,1,0.8009750887,51,1,1,5
2,1962,1,2,1,4,11,1,2,2.0896869747,18,6,1,3
1,1978,2,5,1,1,1,3,1,1.1681323811,33,1,1,3
1,1967,2,3,1,2,9,3,2,0.6593696426,41,1,1,11
2,1960,2,6,1,4,1,1,2,1.6912321729,21,7,1,9
1,1973,2,3,1,1,2,3,1,0.2797141234,22,1,1,2
1,1976,1,5,1,1,9,3,2,NA,48,1,1,13
1,1989,2,6,1,2,1,2,2,1.0261409397,51,4,1,10
2,1995,1,6,1,1,2,3,2,NA,48,1,1,11
1,1958,1,5,1,1,2,3,2,1.1189939348,9,4,1,4
2,1992,2,6,1,2,12,1,1,1.6855800367,19,7,1,12
1,1957,2,4,7,4,5,3,2,0.5286642708,26,3,1,14
1,1963,1,5,1,3,1,3,2,0.2541205114,46,2,1,11
1,1986,2,5,1,2,1,NA,NA,1.1336280154,48,2,1,10
1,1988,2,2,3,1,11,3,2,1.1356022773,48,1,1,2
2,1962,1,5,1,4,2,1,1,NA,36,7,1,8
2,1961,2,4,1,2,2,3,1,0.8092850362,25,5,1,9
1,1971,1,5,4,2,11,1,2,6.7338610802,48,1,1,5
1,1997,1,4,1,1,11,3,1,NA,16,1,1,4
1,1957,2,6,2,1,1,3,2,0.3577756762,25,1,1,6
1,1978,2,4,3,2,2,3,1,0.7150541202,48,1,1,4
1,1971,2,5,6,3,1,3,2,0.2158317648,8,3,1,2
6,1970,1,2,3,1,2,3,2,NA,12,6,2,1
1,1958,1,4,1,2,2,3,2,0.6211160198,42,3,1,6
2,1966,2,2,1,2,1,8,2,0.9253828754,32,7,1,6
1,1982,2,5,3,1,11,1,1,1.2053311204,48,1,1,10
2,1957,1,5,1,2,2,1,2,NA,25,4,1,12
1,1957,1,5,1,2,10,3,2,0.43231595,12,2,1,14
1,1996,1,6,4,1,8,3,2,NA,12,4,2,97
2,1983,1,5,1,2,1,2,1,1.5847577115,16,7,1,5
1,1974,2,4,4,1,8,3,2,1.3029992631,47,1,1,97
2,1995,2,3,1,1,1,2,1,NA,13,6,1,4
6,1990,2,5,1,1,2,3,1,0.5585022807,22,5,1,7
1,1996,1,5,4,2,1,2,1,1.0607392868,36,3,1,97
1,1983,2,2,1,2,9,2,2,0.9200997924,5,2,1,6
2,1958,2,6,1,4,1,1,2,0.7308973136,13,6,1,7
2,1977,2,2,1,1,12,3,2,1.1189725186,29,7,1,4
1,1989,1,3,1,2,9,1,1,1.1368547577,17,1,1,97
2,1986,1,3,1,4,7,8,2,1.8041962018,41,7,1,3
6,1969,2,3,1,4,1,3,2,NA,12,4,2,97
2,1986,1,3,6,3,1,NA,NA,0.3072982628,48,5,1,7
6,1971,1,1,3,2,11,NA,NA,NA,36,2,2,2
3,1971,2,6,3,1,11,NA,NA,0.5980635642,48,4,1,97
1,1999,1,5,1,1,1,NA,NA,8.756516234,8,6,1,14
NA,2004,2,4,4,2,2,3,2,NA,12,1,1,3
2,1963,2,4,1,2,11,3,2,0.5070387517,6,5,1,2
2,1975,1,5,1,2,1,1,2,0.8583569484,12,5,1,12
1,1944,1,6,1,1,9,3,NA,0.3512518435,15,1,1,6
2,1991,1,2,1,4,1,NA,NA,NA,5,7,1,6
2,1964,1,5,1,1,1,1,2,1.2556535821,4,7,1,3
6,1997,1,2,3,2,9,NA,NA,NA,8,2,1,6
1,1986,1,5,1,1,9,3,1,NA,55,2,1,10
2,2000,1,5,1,1,2,1,1,2.0736439856,39,7,1,6
1,1991,1,5,1,1,9,3,1,NA,48,1,1,10
1,1978,2,3,1,3,1,3,2,1.3152407366,25,4,1,4
6,2000,2,1,2,1,6,3,2,NA,55,1,2,97
2,1975,2,3,1,4,1,1,2,0.7183904176,54,7,1,8
1,1968,1,3,3,1,9,NA,NA,0.5892383287,36,1,1,9
2,1994,2,5,1,1,2,3,2,NA,36,6,1,5
6,1992,1,3,3,1,11,NA,NA,NA,6,4,2,7
1,1960,1,5,1,1,10,8,2,1.0669703062,8,5,1,97
2,1976,1,2,1,2,11,3,2,1.1259214102,17,7,1,97
2,1954,1,3,3,2,1,1,2,0.7002410954,6,6,1,7
1,1997,2,2,1,4,1,3,2,1.0565484892,26,3,1,1
6,1999,2,2,3,4,11,3,2,NA,12,1,3,97
6,1994,2,2,1,4,1,1,1,NA,21,4,2,6
2,1981,1,3,1,4,11,1,2,0.857004943,42,7,1,12
2,1993,2,4,1,1,11,3,1,1.1837129237,32,6,1,8
1,1963,1,5,1,2,9,3,2,0.8923583017,8,1,1,5
NA,2004,1,3,1,3,9,3,2,NA,39,3,1,3
1,1960,1,3,1,2,9,1,2,0.4218512136,47,1,1,11
1,1971,2,3,1,4,1,2,1,0.6787561637,28,4,1,5
2,1959,1,5,1,2,1,3,2,1.8861561016,8,7,1,8
1,1980,2,4,4,2,11,3,2,1.1809014526,33,1,1,9
1,1971,2,4,1,2,9,2,2,0.4909802986,12,1,1,9
2,1994,2,2,3,1,2,NA,NA,NA,36,1,1,3
1,2001,2,3,1,2,10,3,1,1.3764719985,42,1,1,1
2,1961,2,2,1,1,1,3,2,0.6537984443,29,7,1,2
1,1970,2,3,1,1,11,3,1,0.8589397021,53,1,1,4
2,1967,1,5,1,2,2,1,2,0.8524606351,55,7,1,12
1,1958,1,6,1,2,1,1,2,0.5439387814,48,1,1,11
1,1947,1,5,2,1,11,3,2,0.3505045122,13,3,1,11
2,1949,2,3,1,2,2,3,2,NA,48,7,1,11
3,1977,2,5,1,1,11,2,2,0.5153108892,46,4,1,5
1,1941,2,6,1,2,5,3,2,0.5932583951,12,1,1,9
2,1949,1,5,1,2,1,3,2,1.1178103696,48,3,1,11
6,1995,2,6,1,2,1,3,1,NA,6,8,2,11
2,1966,2,3,1,2,1,8,1,0.9852645307,42,7,1,97
1,1964,1,5,1,2,2,NA,NA,NA,17,1,1,11
6,1970,2,5,2,2,1,3,1,0.4194470819,13,1,1,2
NA,2004,1,2,1,2,11,3,2,NA,12,8,2,97
1,1998,1,4,2,3,12,NA,NA,1.7845139652,24,2,1,13
1,1995,2,2,2,2,11,3,1,1.658353228,13,7,2,1
1,1984,1,5,1,1,10,NA,NA,NA,12,1,1,13
1,1965,2,2,2,1,11,1,2,NA,1,2,1,4
2,1964,1,3,1,2,2,3,2,NA,36,6,1,8
1,1996,1,3,1,3,2,3,2,1.0373161758,9,6,1,11
1,1981,1,5,1,2,10,3,2,1.4173196529,9,2,1,11
1,1966,2,5,3,2,2,3,2,0.9041557661,12,1,1,8
6,1998,1,4,6,3,9,3,2,0.3968223816,12,2,1,1
1,1996,1,5,2,1,1,3,1,NA,36,4,1,8
3,1995,1,5,1,2,5,NA,NA,NA,34,3,1,12
1,1963,2,5,2,3,1,3,1,0.5338346893,37,1,1,10
NA,2004,2,2,3,1,2,1,2,NA,55,3,1,13
NA,2003,2,3,3,4,11,NA,NA,0.7042677136,6,2,1,3
2,1990,2,5,1,4,5,NA,NA,0.850811025,29,4,1,6
6,2004,2,1,2,2,11,8,2,NA,13,8,2,3
2,1994,1,2,5,4,11,NA,NA,NA,2,7,1,4
6,1993,2,3,3,1,11,NA,NA,NA,36,1,1,6
1,1967,2,3,4,3,2,3,2,0.9584324234,34,1,1,10
1,1995,2,5,6,2,1,1,1,0.7708448265,48,2,1,8
2,1962,1,5,1,2,10,3,2,NA,17,6,1,7
1,1955,1,3,2,3,1,3,2,0.6494625304,26,1,1,5
6,1987,2,4,1,4,1,1,2,NA,28,7,2,8
1,1975,2,3,6,1,12,2,1,NA,55,5,1,97
3,1966,2,6,3,2,2,3,2,1.3217535898,12,4,1,12
6,1994,2,4,1,1,11,1,2,NA,8,4,1,8
2,1994,2,2,1,3,12,2,2,3.8479318236,36,5,1,8
1,1991,1,5,6,1,10,3,2,0.3606763345,6,1,1,14
1,1947,2,6,2,2,1,3,2,0.2488761133,13,1,1,8
2,1951,1,4,1,2,1,1,2,NA,45,7,1,9
2,1948,1,2,1,4,2,1,2,0.6425739734,12,7,1,6
2,1963,1,3,1,1,1,1,2,0.9500597589,40,6,1,8
2,1994,1,3,1,2,2,NA,NA,NA,12,6,1,6
1,1986,1,5,1,1,5,3,1,NA,6,1,1,12
3,1994,1,2,2,2,1,1,2,1.6879646988,37,5,1,6
1,1961,2,6,1,2,1,3,2,1.0638155634,6,1,1,16
2,1962,2,4,1,4,11,1,2,0.8250860739,21,7,1,1
6,1993,2,6,1,1,1,3,2,0.5708334464,48,4,1,7
1,1960,1,5,1,2,12,3,2,0.4717916547,26,3,1,10
6,1959,1,3,1,2,10,3,2,NA,6,4,2,2
1,1987,2,5,1,1,9,3,1,NA,17,1,1,14
2,1947,2,3,4,2,2,2,2,2.3955863315,13,5,1,97
2,1993,2,5,7,1,2,3,1,0.8214021269,6,7,1,9
6,1980,2,2,1,2,11,8,1,NA,42,8,2,6
1,2000,2,3,1,1,11,3,1,NA,25,3,3,3
1,1955,2,3,3,2,11,3,2,0.0940795352,42,1,1,6
2,1978,1,2,1,2,2,NA,NA,1.8428463311,8,6,1,9
2,1994,2,3,1,2,11,8,2,3.1620583264,5,7,1,6
6,1997,1,3,3,1,2,NA,NA,NA,6,2,1,3
2,1965,1,2,7,3,1,8,2,0.2259847921,17,5,1,3
3,1992,2,5,1,2,11,NA,NA,0.6226275666,8,4,1,6
6,1987,2,5,3,3,2,3,2,NA,48,4,2,5
6,1993,1,2,6,3,11,NA,NA,NA,8,4,3,97
1,1957,1,2,2,1,11,3,2,1.3021533397,26,1,1,3
1,1995,2,2,3,1,2,3,2,1.8396947185,32,1,1,2
1,1994,1,2,1,3,11,3,2,4.6846426601,54,1,1,3
1,2001,1,2,1,1,8,NA,NA,NA,37,3,1,1
1,1999,2,2,6,2,1,3,2,1.4418078188,39,1,1,4
6,1990,2,2,1,1,11,3,1,0.2237713725,32,3,1,7
1,1984,2,5,1,4,1,3,1,0.8848763021,48,1,1,6
2,2001,1,2,1,1,1,NA,NA,NA,40,7,1,5
2,1976,1,5,5,2,1,8,2,0.2718186052,48,4,1,11
6,1989,2,5,1,1,6,3,2,NA,26,2,1,1
1,1984,1,5,1,1,2,3,2,1.9870263848,12,2,1,8
2,1954,1,2,1,4,2,1,2,0.7477619323,13,5,1,16
2,1972,1,5,1,1,1,1,1,1.1500455979,26,7,1,10
2,1959,1,3,1,4,11,1,1,0.9697021261,16,4,1,3
1,1964,2,2,1,4,12,3,2,0.6021149427,42,2,1,12
NA,2003,2,2,1,1,12,3,2,0.6161157192,13,4,2,2
1,1989,2,3,3,2,11,8,1,0.9160663262,48,2,1,5
1,1991,2,2,3,1,11,8,1,NA,39,4,1,10
1,1996,2,2,2,1,11,3,2,NA,11,4,1,1
2,1979,2,6,1,2,1,3,2,1.060264316,25,4,1,3
1,1975,2,1,1,4,3,2,2,NA,6,1,1,7
2,1992,1,2,3,2,2,1,2,0.8790181857,39,4,1,4
1,1957,1,4,1,4,10,3,2,0.4536953114,42,2,1,NA
1,1957,2,4,2,2,1,3,2,NA,17,4,1,11
1,1965,1,5,1,2,12,3,2,0.5253234047,12,2,1,6
1,1999,2,2,2,2,1,3,2,2.6403005836,34,2,1,9
1,1962,1,6,1,2,11,3,2,0.6798522096,6,1,1,6
1,1998,2,2,3,2,11,NA,NA,NA,12,1,1,7
1,1991,2,2,2,1,6,NA,NA,NA,10,4,1,1
1,1973,1,5,1,4,10,1,2,0.4717916547,26,1,1,5
6,1989,1,3,3,2,7,NA,NA,0.7380412012,6,2,1,3
2,1966,1,5,1,2,2,3,2,NA,36,6,1,10
1,1960,2,5,2,2,11,NA,NA,0.303876198,17,1,1,5
1,1955,1,5,3,2,2,3,2,0.5479262177,8,1,1,9
1,1980,2,5,1,1,11,3,2,NA,32,2,1,13
4,1978,1,3,2,3,1,NA,NA,NA,54,1,1,9
1,1999,1,5,2,2,1,3,1,3.590413265,9,2,1,97
1,1969,2,2,2,2,1,NA,NA,NA,51,4,1,1
2,1986,1,5,1,2,3,1,2,NA,1,5,1,7
1,1987,1,2,1,4,10,NA,NA,1.2337044108,29,1,1,6
6,1983,1,3,2,2,11,3,1,NA,39,2,1,9
2,1980,1,5,6,2,11,NA,NA,NA,39,5,1,11
2,1969,1,4,1,3,2,1,2,0.9643714754,18,4,1,12
2,1975,2,6,2,2,2,NA,NA,NA,39,4,1,9
1,2000,1,2,1,1,11,3,2,3.086209327,55,4,1,6
1,1992,1,6,1,2,5,3,1,2.2169988138,6,4,1,3
1,1961,2,2,3,2,1,2,2,0.7697429013,48,3,1,5
2,1987,1,2,3,1,1,3,2,3.3184693554,6,6,1,7
1,1962,1,5,1,1,12,3,2,0.9851803792,53,3,1,8
6,2001,1,3,1,2,9,2,2,1.3159266894,48,1,1,97
3,1999,2,2,2,4,11,3,2,3.4413557964,24,4,1,97
1,1959,1,2,1,1,7,3,2,0.4807188755,36,1,1,97
NA,2003,1,2,3,2,10,1,1,NA,12,1,1,3
1,1996,2,3,5,3,12,2,2,0.8982537868,9,1,1,8
1,1976,1,2,1,1,11,3,2,NA,39,1,1,9
1,1990,1,3,3,3,9,NA,NA,0.9383926166,48,4,1,3
1,1958,1,5,1,2,10,1,2,NA,12,4,1,13
2,1958,2,3,3,4,2,1,2,0.3787774175,37,6,1,12
2,1942,2,2,3,4,3,3,2,0.7063020398,48,2,1,5
1,1989,2,5,1,4,11,3,2,0.7485578834,12,2,1,5
1,1992,1,5,4,2,2,3,2,NA,34,2,1,5
2,1985,1,5,1,2,2,1,2,3.6272309156,27,6,1,14
1,1971,1,1,1,4,2,3,2,NA,33,1,1,3
2,1953,2,2,1,2,4,1,2,0.6529275648,6,6,1,11
6,2002,2,3,2,1,1,3,2,0.3688477487,12,1,1,2
1,1977,2,2,1,4,12,2,2,NA,5,3,1,2
2,1963,1,3,1,4,2,3,2,NA,12,7,1,11
2,1979,2,2,6,3,1,3,2,NA,6,7,1,6
2,1970,1,5,1,1,1,3,1,1.1099513201,18,7,1,3
1,1994,2,3,2,1,11,3,1,4.8284435511,6,1,1,8
1,1962,1,5,1,3,8,3,1,0.5864397776,20,1,1,3
3,1971,2,6,1,4,9,3,2,0.1242043349,35,3,1,12
2,1984,2,3,3,4,1,NA,NA,NA,6,7,1,4
1,1983,2,5,1,1,9,3,2,0.6035146952,39,1,1,8
2,1980,2,4,1,4,2,1,2,0.6436589435,46,4,1,7
1,1994,2,5,3,2,2,3,1,1.8205555259,6,2,1,6
2,1993,2,2,1,2,9,2,2,NA,4,8,1,2
2,1990,2,1,8,1,11,NA,NA,NA,53,6,1,6
6,2004,3,5,1,1,9,3,1,0.7529561953,48,1,1,6
6,1982,1,2,1,4,11,NA,NA,NA,42,6,2,2
2,1984,1,4,1,3,3,1,1,1.8756007432,16,7,1,4
2,1964,1,4,1,3,11,1,2,0.7496130502,17,4,1,10
1,1985,1,5,2,1,12,1,1,0.7657783075,1,2,1,10
1,1951,1,5,4,2,2,1,2,1.2021777149,6,3,1,6
2,1985,1,3,3,1,11,NA,NA,NA,12,7,1,7
6,1994,1,5,4,2,11,3,2,NA,55,3,2,6
1,1986,1,5,1,1,11,3,2,NA,42,1,1,6
6,1982,2,3,1,3,12,3,1,0.8035927823,41,8,2,2
2,1983,1,2,3,1,2,3,2,2.5902984508,6,5,1,3
1,1961,2,5,6,3,7,3,1,0.2209545946,6,3,1,3
NA,2004,2,3,1,1,12,3,1,NA,25,1,1,9
6,1987,1,2,1,2,11,NA,NA,NA,45,5,2,5
1,1968,2,6,1,1,1,3,2,0.4672352033,31,6,1,10
2,1994,2,5,5,1,2,2,2,NA,36,7,1,7
6,1997,2,2,2,1,2,NA,NA,NA,47,3,1,1
6,1992,2,2,3,4,10,NA,NA,NA,48,4,2,5
2,1965,1,6,4,2,7,3,2,1.2602541701,41,4,1,11
2,1987,2,4,3,1,11,NA,NA,NA,53,8,1,5
5,1986,2,5,2,2,11,3,1,0.347848547,28,4,1,4
2,1982,2,2,1,4,9,1,2,0.8219968787,51,6,1,6
1,1962,1,5,1,3,12,1,2,0.6116442131,6,2,1,9
2,1983,2,5,4,4,2,8,1,NA,34,8,1,3
2,1957,2,2,1,3,11,3,2,0.3984695298,36,5,1,2
6,1979,1,2,2,2,12,3,2,NA,25,4,2,3
6,1998,2,3,2,4,11,1,2,NA,37,3,1,3
6,2002,1,3,3,2,2,NA,NA,NA,12,4,3,97
1,2001,2,3,4,2,1,3,2,NA,6,2,1,7
2,1985,2,3,3,2,1,NA,2,0.2273875339,45,7,1,97
1,1986,2,2,2,5,11,NA,NA,1.460418911,36,4,1,1
6,1991,2,2,3,2,12,3,1,0.6475704528,6,7,1,6
6,1994,2,2,7,4,12,3,2,NA,4,4,2,2
2,1942,1,2,1,4,2,3,2,0.7156927779,36,7,1,4
6,2002,2,3,2,1,1,NA,NA,NA,18,4,2,97
1,1993,2,3,1,1,10,2,1,2.4416392145,45,1,1,9
1,1999,2,3,1,1,11,3,1,2.4065159231,29,2,1,9
6,1970,1,2,6,2,11,NA,NA,0.9788996813,6,2,1,3
2,1981,1,5,1,3,9,1,2,2.2459960434,6,6,1,8
1,1987,1,5,3,2,1,3,2,1.7227458658,12,3,1,2
1,1966,2,5,1,4,9,2,1,0.6945004113,53,3,1,9
1,2002,2,2,2,1,1,NA,NA,NA,47,2,1,9
2,1979,2,2,1,4,3,2,2,0.5913459564,49,7,1,11
1,1979,2,3,1,2,10,3,1,0.7347645532,50,1,1,6
2,1958,1,5,1,4,1,1,2,1.2981877754,13,5,1,7
1,1999,1,4,7,4,9,2,2,0.3007142014,34,1,1,97
1,1951,2,6,4,2,2,2,2,3.1947228925,27,1,1,11
2,1981,2,2,1,4,1,1,2,2.2606899181,13,7,1,9
1,1984,2,3,1,1,11,3,2,0.689037012,55,2,1,9
1,1969,1,5,1,2,11,3,2,0.6099086009,6,2,1,13
6,1961,2,2,3,1,1,3,2,NA,6,3,2,1
2,1989,1,1,3,2,1,2,2,2.9345828907,15,6,1,3
2,1950,1,5,1,2,1,3,2,0.6580449528,42,4,1,9
1,1960,1,2,1,2,2,3,2,NA,45,2,1,9
1,1994,2,6,1,1,5,3,2,0.7983062787,48,1,1,9
6,1992,2,1,5,1,10,NA,NA,NA,31,4,1,1
5,1999,2,5,1,1,1,NA,NA,NA,49,5,1,NA
6,2003,1,1,1,5,1,2,2,1.5869211325,12,4,1,97
1,1967,1,5,1,2,2,1,1,0.5394995427,13,3,1,14
2,1999,2,4,1,2,1,2,2,2.0008120357,42,7,1,97
1,1964,2,6,1,1,9,3,2,0.5923037693,29,1,1,4
1,1951,2,3,3,4,11,2,2,0.1947706241,28,1,1,3
1,1986,2,3,3,2,9,3,2,0.2757753664,13,1,1,4
1,1997,1,3,1,2,12,3,2,2.6902908903,6,1,1,13
1,1997,2,5,1,1,12,2,1,1.1291491511,25,2,1,5
2,1982,1,2,1,4,1,NA,NA,0.7461981014,13,7,1,3
1,1984,2,2,1,1,9,2,2,0.4035930729,54,4,1,4
2,1979,1,2,1,4,1,NA,NA,NA,37,5,1,2
2,1958,1,5,1,2,1,1,2,1.1500455979,26,6,1,11
1,1999,2,5,1,2,11,3,2,1.1291491511,25,1,1,10
2,1987,1,4,1,1,2,1,2,NA,48,7,1,10
1,1994,2,6,3,2,1,3,1,NA,36,1,1,13
2,1999,1,5,1,2,1,1,2,2.0736439856,39,7,1,7
1,1981,1,5,3,1,2,NA,NA,0.7992418091,4,4,1,8
2,1963,1,5,3,4,12,NA,NA,NA,6,7,1,7
1,1955,2,5,2,2,11,3,2,1.1180628126,35,3,1,7
2,1999,1,3,1,1,11,3,1,NA,8,5,1,9
1,1964,2,1,3,1,11,NA,NA,1.8997468453,8,4,1,2
1,1984,1,1,3,1,9,3,2,NA,36,1,1,2
2,1983,2,4,1,4,11,2,2,1.0712431783,55,6,1,4
1,1984,2,3,3,4,2,3,2,0.3000025268,40,1,1,1
6,1997,1,3,2,1,11,NA,NA,NA,12,4,1,7
1,2000,2,3,1,3,2,2,1,2.3035856669,6,8,1,97
1,1969,1,3,2,1,1,1,1,NA,12,2,1,7
3,1975,1,2,1,1,10,3,2,NA,33,4,1,9
2,1990,1,2,2,2,2,NA,NA,NA,17,1,1,1
1,1956,1,2,3,1,2,3,2,1.0351733215,36,1,1,3
6,1973,2,2,3,1,1,3,2,0.4510211915,48,1,1,2
1,1981,2,3,5,4,11,NA,NA,NA,37,2,1,6
1,2002,1,2,1,1,4,3,2,1.85368255,39,1,1,2
1,1983,1,3,6,2,11,NA,NA,NA,6,2,1,6
2,1999,2,2,1,2,2,2,2,NA,36,6,1,3
6,1979,1,2,1,5,11,NA,NA,NA,36,4,2,1
6,1998,2,2,6,1,11,3,2,NA,6,3,2,1
1,2002,2,3,3,1,2,NA,NA,NA,8,1,1,3
6,1987,1,3,2,2,11,3,1,NA,48,3,2,8
1,1995,2,5,4,1,7,3,2,NA,6,2,1,97
2,1970,1,5,1,4,1,1,2,1.3488509516,42,7,1,13
2,1963,2,2,1,2,1,1,2,NA,53,7,1,15
1,1997,2,2,2,2,11,NA,NA,NA,6,2,1,5
2,2000,1,4,1,3,1,3,2,NA,31,7,1,7
2,1999,2,4,3,2,1,1,1,NA,12,7,1,3
2,2001,1,3,3,2,12,8,2,1.6974141201,53,3,1,5
1,1976,1,2,2,2,1,NA,NA,0.7581362013,37,1,1,5
6,2001,2,3,1,3,1,NA,NA,NA,42,3,1,97
1,1989,2,5,1,1,9,3,1,1.0761086961,6,2,1,10
4,1980,1,5,1,2,9,3,2,NA,6,3,1,5
1,1996,2,5,4,2,6,3,1,1.4669696072,34,4,1,7
NA,2003,2,3,1,1,11,NA,NA,NA,37,3,1,1
1,1979,1,2,1,2,9,3,2,0.7629413707,18,1,1,12
1,1989,2,5,1,1,1,3,1,0.715615743,36,3,1,3
6,1979,1,2,1,1,2,1,2,NA,30,7,2,3
1,1958,1,5,1,2,2,2,2,0.4570149759,39,1,1,11
2,1971,1,3,1,2,11,3,2,NA,18,7,1,10
6,2000,1,2,1,1,1,3,2,NA,6,2,1,97
6,1997,2,1,4,2,11,NA,NA,NA,32,8,2,2
2,1967,1,5,1,2,3,1,2,0.9801258291,4,7,1,14
1,1987,1,6,2,3,1,NA,NA,2.0388526675,25,1,1,11
6,1998,2,2,3,1,10,NA,NA,NA,8,4,1,4
6,2000,3,3,2,2,10,NA,NA,1.3774395991,51,1,3,11
1,1961,2,5,1,2,10,1,2,0.509951407,27,3,1,10
1,2001,2,4,3,1,1,3,1,2.1057467638,6,1,1,2
1,1996,1,3,1,1,10,3,2,NA,13,2,1,3
6,2001,1,2,3,1,2,2,NA,NA,6,2,2,1
6,1997,2,2,2,4,1,1,2,NA,5,6,2,1
2,1987,1,5,1,1,11,8,2,NA,48,1,1,11
1,1995,1,2,1,1,2,NA,NA,NA,22,1,1,7
1,1943,1,2,1,4,11,8,2,0.7580404652,41,1,1,1
1,1978,1,2,1,1,11,2,2,0.9038156505,39,1,1,7
1,2000,1,2,7,2,12,3,2,NA,26,1,1,5
1,1989,1,5,1,1,11,3,2,NA,49,2,1,7
2,1998,1,2,1,1,1,NA,NA,2.0641351373,21,3,1,3
1,1990,2,5,1,4,2,3,2,1.2907945654,30,3,1,7
6,1994,2,2,3,2,2,3,2,NA,53,3,1,3
1,1978,1,2,1,1,1,3,2,NA,21,1,1,4
1,1987,2,2,2,3,1,NA,NA,NA,1,1,1,2
1,1985,2,4,4,2,11,3,2,NA,6,3,1,5
NA,2003,3,3,6,3,10,NA,NA,NA,51,2,1,97
1,1983,2,2,3,1,2,2,2,NA,6,2,1,4
1,1995,2,6,1,1,2,3,2,NA,6,1,1,9
6,1982,2,2,3,3,2,NA,NA,NA,40,3,1,2
1,1999,2,5,1,1,2,3,2,NA,25,1,1,4
2,1999,1,2,1,1,1,NA,NA,NA,21,7,1,4
2,1981,2,2,1,1,11,3,2,NA,12,5,1,4
1,2001,2,2,1,2,11,NA,NA,NA,29,1,1,3
6,1970,1,2,4,2,11,3,2,2.6169834228,15,8,1,3
1,1999,1,2,6,2,11,NA,NA,NA,42,1,1,5
1,1980,2,4,1,2,11,3,2,1.1759538112,49,3,1,5
2,1964,2,5,1,3,2,1,1,0.6546966918,5,5,1,4
6,1983,1,3,1,1,1,3,1,NA,56,7,2,2
2,1984,2,5,1,2,1,3,2,1.731015921,39,7,1,97
1,1976,2,3,2,1,6,NA,NA,NA,12,3,1,6
3,1992,1,3,1,3,11,NA,NA,NA,40,5,1,1
6,1991,2,3,1,2,12,3,2,NA,55,3,2,97
2,1958,1,3,2,2,5,3,2,NA,6,7,1,8
2,1983,1,3,6,4,11,1,2,0.8701747963,6,5,1,11
NA,2003,1,2,1,2,12,3,2,NA,41,1,1,97
6,1989,1,5,2,1,1,3,1,0.9952941862,25,4,1,5
2,1982,1,3,6,3,1,NA,NA,0.2978261204,18,5,1,10
1,1978,1,5,3,2,2,2,1,NA,48,2,1,5
6,1990,1,5,1,1,2,1,1,NA,48,2,2,13
5,1980,2,2,2,1,12,NA,NA,NA,39,8,1,97
1,1965,1,2,1,2,2,NA,NA,NA,39,1,1,3
1,1978,1,3,1,2,10,2,2,NA,25,3,1,8
1,1947,1,2,1,1,12,3,2,0.5103335126,39,1,1,5
1,1948,1,6,3,4,12,3,2,0.5833136846,6,2,1,10
1,1989,1,5,1,1,11,NA,NA,NA,36,1,1,11
1,1964,1,3,1,2,1,1,2,NA,35,1,1,6
2,1986,2,1,1,1,2,2,2,1.1678237904,48,7,1,4
2,1985,1,5,1,3,10,3,1,1.4390826402,17,5,1,8
1,1996,2,3,3,3,11,3,2,1.4518172838,48,2,1,7
1,2000,2,2,2,2,11,3,2,NA,9,4,1,97
1,1965,1,5,1,4,2,2,2,0.5976246856,37,1,1,6
1,1967,2,3,1,4,11,2,1,0.621396818,16,4,1,6
1,1997,1,3,3,2,2,3,2,NA,32,1,1,8
1,1987,1,4,2,1,1,NA,NA,1.2625365394,13,1,1,1
1,1987,1,3,2,1,11,NA,NA,NA,6,1,1,1
NA,2004,2,3,2,1,1,3,2,0.7503337211,48,1,1,7
